cycles,side,pmax,PA,CCT,Dt,PS,mu,ad,I,M,Tumor size,Confluence
480,75,16,1,30,0.041666666666666664,70,9,6,2,6,1848,32.85333333333333
480,75,16,1,35,0.041666666666666664,27,9,2,5,0,98,1.7422222222222221
480,75,19,2,33,0.041666666666666664,35,8,6,4,4,0,0.0
480,75,19,2,15,0.041666666666666664,59,5,8,0,1,1198,21.297777777777778
480,75,18,1,16,0.041666666666666664,42,3,6,5,9,867,15.413333333333334
480,75,18,2,30,0.041666666666666664,15,7,5,5,1,0,0.0
480,75,17,1,48,0.041666666666666664,60,2,3,0,6,986,17.52888888888889
480,75,19,1,31,0.041666666666666664,61,8,2,2,6,4807,85.45777777777778
480,75,19,1,31,0.041666666666666664,35,9,4,4,3,363,6.453333333333333
480,75,16,2,32,0.041666666666666664,72,3,9,5,9,77,1.3688888888888888
480,75,16,3,41,0.041666666666666664,12,5,9,3,2,0,0.0
480,75,19,3,24,0.041666666666666664,61,10,0,2,1,3737,66.43555555555555
480,75,20,1,15,0.041666666666666664,18,3,3,1,8,1093,19.43111111111111
480,75,16,2,27,0.041666666666666664,32,4,0,3,0,0,0.0
480,75,19,3,30,0.041666666666666664,65,4,5,3,6,2114,37.58222222222222
480,75,17,2,18,0.041666666666666664,14,5,4,3,9,59,1.048888888888889
480,75,16,2,45,0.041666666666666664,50,6,0,2,7,12,0.21333333333333335
480,75,20,1,42,0.041666666666666664,64,4,1,3,7,0,0.0
480,75,18,3,31,0.041666666666666664,46,6,10,5,1,0,0.0
480,75,20,3,44,0.041666666666666664,58,10,1,0,5,2429,43.18222222222222
480,75,16,3,40,0.041666666666666664,43,7,5,1,10,686,12.195555555555556
480,75,15,2,39,0.041666666666666664,14,5,0,0,9,5,0.08888888888888889
480,75,16,3,25,0.041666666666666664,53,9,4,3,5,53,0.9422222222222223
480,75,16,1,28,0.041666666666666664,22,10,7,4,6,370,6.577777777777778
480,75,17,3,35,0.041666666666666664,65,7,0,4,4,82,1.4577777777777778
480,75,16,3,19,0.041666666666666664,22,8,1,5,7,0,0.0
480,75,20,2,39,0.041666666666666664,53,6,1,1,10,1387,24.657777777777778
480,75,19,1,48,0.041666666666666664,67,6,7,4,8,22,0.3911111111111111
480,75,20,3,34,0.041666666666666664,64,8,1,3,9,1209,21.493333333333332
480,75,20,1,30,0.041666666666666664,10,10,10,5,9,85,1.511111111111111
480,75,20,1,47,0.041666666666666664,41,5,9,4,4,38,0.6755555555555556
480,75,18,2,36,0.041666666666666664,40,9,9,5,3,0,0.0
480,75,19,2,48,0.041666666666666664,29,7,1,2,3,3,0.05333333333333334
480,75,16,2,38,0.041666666666666664,27,8,9,3,10,101,1.7955555555555553
480,75,18,2,41,0.041666666666666664,51,2,0,0,0,693,12.32
480,75,20,1,26,0.041666666666666664,33,2,4,5,7,311,5.528888888888889
480,75,18,1,34,0.041666666666666664,10,5,3,2,3,67,1.1911111111111112
480,75,15,2,30,0.041666666666666664,24,3,7,3,6,0,0.0
480,75,18,2,45,0.041666666666666664,32,4,1,1,3,37,0.6577777777777778
480,75,17,3,45,0.041666666666666664,14,7,4,3,3,0,0.0
480,75,19,3,31,0.041666666666666664,65,3,3,3,9,107,1.9022222222222223
480,75,17,2,17,0.041666666666666664,75,5,0,0,6,5200,92.44444444444444
480,75,16,3,45,0.041666666666666664,60,5,5,2,1,240,4.266666666666667
480,75,15,1,21,0.041666666666666664,35,4,0,3,2,855,15.2
480,75,20,1,40,0.041666666666666664,47,4,7,4,0,0,0.0
480,75,15,2,28,0.041666666666666664,10,9,6,4,8,113,2.008888888888889
480,75,16,3,47,0.041666666666666664,51,6,3,2,5,84,1.4933333333333334
480,75,16,1,24,0.041666666666666664,72,2,7,1,9,1983,35.25333333333333
480,75,16,3,40,0.041666666666666664,42,10,9,2,0,14,0.2488888888888889
480,75,15,1,39,0.041666666666666664,16,10,9,5,1,0,0.0
480,75,16,1,29,0.041666666666666664,68,10,0,3,3,604,10.737777777777778
480,75,20,3,13,0.041666666666666664,68,2,10,3,10,866,15.395555555555557
480,75,20,3,18,0.041666666666666664,36,10,4,2,6,3534,62.82666666666666
480,75,20,1,34,0.041666666666666664,34,2,5,5,8,0,0.0
480,75,17,1,16,0.041666666666666664,11,6,4,4,9,523,9.297777777777778
480,75,17,3,42,0.041666666666666664,58,5,10,3,3,34,0.6044444444444445
480,75,18,1,36,0.041666666666666664,10,9,10,5,2,0,0.0
480,75,19,1,23,0.041666666666666664,33,3,9,3,5,387,6.88
480,75,15,3,29,0.041666666666666664,28,3,6,3,9,0,0.0
480,75,19,3,24,0.041666666666666664,42,5,1,1,6,766,13.617777777777778
480,75,19,3,26,0.041666666666666664,37,2,7,3,0,163,2.897777777777778
480,75,20,2,46,0.041666666666666664,61,6,3,0,7,400,7.111111111111111
480,75,16,1,47,0.041666666666666664,28,10,3,4,3,76,1.3511111111111112
480,75,18,3,24,0.041666666666666664,21,3,6,2,8,0,0.0
480,75,16,1,27,0.041666666666666664,70,6,3,3,10,3540,62.93333333333333
480,75,17,3,16,0.041666666666666664,50,2,8,4,7,421,7.484444444444445
480,75,18,2,44,0.041666666666666664,14,8,5,1,5,0,0.0
480,75,16,2,22,0.041666666666666664,22,5,0,4,5,0,0.0
480,75,15,3,27,0.041666666666666664,53,5,3,4,8,153,2.7199999999999998
480,75,18,3,32,0.041666666666666664,39,6,8,0,7,841,14.951111111111112
480,75,20,2,27,0.041666666666666664,42,2,8,3,8,439,7.804444444444444
480,75,15,3,16,0.041666666666666664,24,9,0,3,5,0,0.0
480,75,16,3,23,0.041666666666666664,17,2,7,1,0,230,4.0888888888888895
480,75,19,2,29,0.041666666666666664,73,8,3,1,2,5094,90.56
480,75,19,3,17,0.041666666666666664,52,7,6,3,2,1975,35.11111111111111
480,75,19,2,35,0.041666666666666664,27,7,10,5,9,0,0.0
480,75,15,2,43,0.041666666666666664,17,5,10,3,3,0,0.0
480,75,19,2,45,0.041666666666666664,27,7,6,0,6,63,1.1199999999999999
480,75,15,1,41,0.041666666666666664,72,8,5,0,0,3398,60.40888888888889
480,75,17,2,36,0.041666666666666664,36,8,5,0,4,424,7.537777777777778
480,75,18,1,13,0.041666666666666664,69,10,7,5,7,3280,58.31111111111112
480,75,17,3,21,0.041666666666666664,11,3,6,3,3,0,0.0
480,75,16,1,31,0.041666666666666664,15,5,0,3,9,270,4.8
480,75,15,1,35,0.041666666666666664,23,3,0,3,5,0,0.0
480,75,19,1,44,0.041666666666666664,66,5,7,4,0,45,0.8
480,75,17,3,29,0.041666666666666664,56,3,2,3,3,0,0.0
480,75,15,3,15,0.041666666666666664,73,8,1,5,7,0,0.0
480,75,17,1,36,0.041666666666666664,17,2,3,5,10,0,0.0
480,75,19,3,28,0.041666666666666664,50,7,6,1,2,497,8.835555555555556
480,75,20,3,17,0.041666666666666664,33,5,7,4,5,0,0.0
480,75,17,3,33,0.041666666666666664,54,5,6,1,1,0,0.0
480,75,19,1,35,0.041666666666666664,45,10,7,5,3,85,1.511111111111111
480,75,20,3,18,0.041666666666666664,39,8,10,5,8,551,9.795555555555556
480,75,18,2,14,0.041666666666666664,25,10,3,0,6,3429,60.96
480,75,20,2,28,0.041666666666666664,28,7,7,2,3,490,8.71111111111111
480,75,16,1,42,0.041666666666666664,64,3,9,1,5,140,2.488888888888889
480,75,18,3,33,0.041666666666666664,12,6,5,1,2,12,0.21333333333333335
480,75,15,1,38,0.041666666666666664,67,2,4,2,10,282,5.013333333333334
480,75,20,1,46,0.041666666666666664,12,5,8,4,2,0,0.0
480,75,18,1,32,0.041666666666666664,52,10,4,1,1,3152,56.03555555555556
480,75,18,2,42,0.041666666666666664,36,5,7,0,2,449,7.982222222222222
480,75,17,1,15,0.041666666666666664,23,5,10,4,9,189,3.36
480,75,17,1,47,0.041666666666666664,48,5,2,4,0,0,0.0
480,75,16,3,41,0.041666666666666664,66,4,7,0,6,1267,22.524444444444445
480,75,17,3,26,0.041666666666666664,62,4,3,0,5,2096,37.26222222222223
480,75,20,3,37,0.041666666666666664,70,4,2,0,2,2952,52.480000000000004
480,75,16,2,12,0.041666666666666664,47,5,5,2,1,1904,33.84888888888889
480,75,15,2,18,0.041666666666666664,58,3,9,5,3,637,11.324444444444444
480,75,17,3,20,0.041666666666666664,35,8,1,0,9,1974,35.093333333333334
480,75,20,3,21,0.041666666666666664,35,6,1,4,7,0,0.0
480,75,18,3,43,0.041666666666666664,17,8,5,5,0,0,0.0
480,75,18,2,36,0.041666666666666664,66,8,7,0,8,2508,44.586666666666666
480,75,18,2,28,0.041666666666666664,11,8,7,5,1,0,0.0
480,75,16,2,25,0.041666666666666664,60,10,7,0,8,4174,74.20444444444443
480,75,20,1,45,0.041666666666666664,70,9,5,4,4,132,2.3466666666666667
480,75,18,1,40,0.041666666666666664,29,6,4,3,9,49,0.8711111111111111
480,75,16,3,21,0.041666666666666664,30,10,6,0,0,1537,27.324444444444445
480,75,15,3,38,0.041666666666666664,57,8,7,3,6,0,0.0
480,75,20,1,33,0.041666666666666664,70,3,5,0,1,1760,31.288888888888888
480,75,15,2,18,0.041666666666666664,45,8,0,1,7,5081,90.3288888888889
480,75,15,3,25,0.041666666666666664,66,9,4,1,5,5176,92.01777777777778
480,75,16,3,47,0.041666666666666664,68,4,5,4,5,34,0.6044444444444445
480,75,20,3,36,0.041666666666666664,69,7,9,3,3,327,5.8133333333333335
480,75,18,1,28,0.041666666666666664,63,6,0,3,9,1385,24.622222222222224
480,75,16,3,24,0.041666666666666664,28,2,0,0,1,404,7.182222222222221
480,75,18,1,18,0.041666666666666664,52,3,3,5,10,1113,19.786666666666665
480,75,19,3,31,0.041666666666666664,26,3,0,2,4,0,0.0
480,75,15,2,48,0.041666666666666664,20,6,4,3,10,26,0.4622222222222222
480,75,15,3,29,0.041666666666666664,11,4,1,0,1,7,0.12444444444444445
480,75,20,1,38,0.041666666666666664,55,9,2,2,1,289,5.137777777777778
480,75,19,1,38,0.041666666666666664,12,3,1,0,2,749,13.315555555555555
480,75,16,3,17,0.041666666666666664,70,5,6,2,0,3361,59.75111111111111
480,75,17,1,33,0.041666666666666664,18,8,7,5,2,0,0.0
480,75,20,1,20,0.041666666666666664,72,9,7,5,7,874,15.537777777777778
480,75,19,3,37,0.041666666666666664,39,10,0,2,1,900,16.0
480,75,15,3,30,0.041666666666666664,56,7,3,1,0,3128,55.608888888888885
480,75,16,2,24,0.041666666666666664,14,2,6,5,6,0,0.0
480,75,16,3,12,0.041666666666666664,46,9,4,5,10,2353,41.83111111111111
480,75,15,2,23,0.041666666666666664,14,5,5,5,3,0,0.0
480,75,19,2,17,0.041666666666666664,43,10,3,3,6,2438,43.34222222222222
480,75,19,2,34,0.041666666666666664,70,10,4,3,1,669,11.893333333333334
480,75,17,2,39,0.041666666666666664,32,2,5,1,8,125,2.2222222222222223
480,75,16,3,23,0.041666666666666664,32,3,1,0,3,1051,18.684444444444445
480,75,18,2,41,0.041666666666666664,47,6,7,0,2,474,8.426666666666668
480,75,19,1,13,0.041666666666666664,47,9,8,4,8,775,13.777777777777779
480,75,17,3,27,0.041666666666666664,17,10,5,0,4,225,4.0
480,75,17,1,44,0.041666666666666664,59,9,1,5,2,0,0.0
480,75,19,1,44,0.041666666666666664,65,6,0,0,5,518,9.20888888888889
480,75,20,2,35,0.041666666666666664,60,7,6,0,7,3356,59.662222222222226
480,75,15,1,29,0.041666666666666664,72,4,6,3,3,901,16.017777777777777
480,75,20,2,47,0.041666666666666664,39,2,0,2,6,52,0.9244444444444444
480,75,19,3,33,0.041666666666666664,42,10,2,3,0,6,0.10666666666666667
480,75,20,2,43,0.041666666666666664,58,10,5,2,2,0,0.0
480,75,20,1,33,0.041666666666666664,71,5,4,0,7,3664,65.13777777777779
480,75,19,3,30,0.041666666666666664,47,3,8,2,8,179,3.1822222222222223
480,75,19,1,31,0.041666666666666664,60,2,1,2,3,1234,21.93777777777778
480,75,16,3,36,0.041666666666666664,37,8,1,4,4,0,0.0
480,75,16,2,40,0.041666666666666664,60,4,6,2,0,93,1.6533333333333333
480,75,15,3,46,0.041666666666666664,54,6,2,2,2,134,2.3822222222222225
480,75,20,1,35,0.041666666666666664,32,5,0,1,9,2886,51.306666666666665
480,75,15,3,26,0.041666666666666664,25,5,3,2,5,216,3.84
480,75,17,3,16,0.041666666666666664,70,4,1,2,1,5114,90.91555555555556
480,75,19,1,19,0.041666666666666664,55,3,3,2,7,1832,32.56888888888889
480,75,16,1,18,0.041666666666666664,32,3,0,2,9,1292,22.968888888888888
480,75,16,2,20,0.041666666666666664,28,5,7,0,10,1007,17.90222222222222
480,75,20,1,17,0.041666666666666664,32,2,5,4,10,463,8.231111111111112
480,75,19,1,24,0.041666666666666664,48,2,9,1,2,670,11.911111111111111
480,75,16,1,33,0.041666666666666664,58,6,8,3,7,471,8.373333333333335
480,75,19,3,39,0.041666666666666664,26,2,7,4,8,0,0.0
480,75,17,1,15,0.041666666666666664,44,5,2,4,6,0,0.0
480,75,16,2,33,0.041666666666666664,71,2,7,3,4,0,0.0
480,75,17,2,24,0.041666666666666664,37,3,1,4,6,4,0.07111111111111111
480,75,16,2,32,0.041666666666666664,16,2,7,3,2,0,0.0
480,75,15,1,14,0.041666666666666664,25,4,7,1,1,605,10.755555555555556
480,75,16,1,20,0.041666666666666664,61,8,8,2,9,719,12.782222222222222
480,75,17,1,25,0.041666666666666664,36,9,6,4,6,0,0.0
480,75,16,3,21,0.041666666666666664,27,4,10,2,3,198,3.52
480,75,20,3,25,0.041666666666666664,36,10,3,5,5,0,0.0
480,75,18,3,37,0.041666666666666664,41,4,10,4,5,0,0.0
480,75,16,2,45,0.041666666666666664,29,2,4,1,4,67,1.1911111111111112
480,75,18,3,31,0.041666666666666664,40,2,7,2,0,162,2.88
480,75,17,3,31,0.041666666666666664,32,9,5,2,7,1555,27.644444444444442
480,75,18,3,41,0.041666666666666664,31,5,6,3,7,253,4.497777777777777
480,75,18,3,22,0.041666666666666664,69,10,9,0,0,2314,41.13777777777778
480,75,16,1,45,0.041666666666666664,47,3,7,4,4,111,1.9733333333333332
480,75,15,1,48,0.041666666666666664,33,8,1,4,8,0,0.0
480,75,20,3,31,0.041666666666666664,12,7,8,5,6,0,0.0
480,75,20,2,29,0.041666666666666664,58,5,1,1,5,3937,69.99111111111111
480,75,18,2,33,0.041666666666666664,52,9,2,2,2,1436,25.52888888888889
480,75,16,3,34,0.041666666666666664,34,7,7,4,0,0,0.0
480,75,18,3,13,0.041666666666666664,45,9,10,3,0,446,7.928888888888889
480,75,17,2,48,0.041666666666666664,70,8,10,0,0,334,5.937777777777778
480,75,15,2,25,0.041666666666666664,64,6,9,2,4,798,14.186666666666667
480,75,17,3,25,0.041666666666666664,45,3,3,3,3,814,14.471111111111112
480,75,20,2,36,0.041666666666666664,15,4,7,0,8,283,5.0311111111111115
480,75,16,3,40,0.041666666666666664,14,9,3,2,1,0,0.0
480,75,16,3,45,0.041666666666666664,62,9,7,2,4,223,3.9644444444444447
480,75,16,2,14,0.041666666666666664,74,9,7,1,7,5226,92.90666666666667
480,75,15,1,36,0.041666666666666664,73,3,5,1,3,1477,26.25777777777778
480,75,18,3,40,0.041666666666666664,42,2,4,1,3,269,4.782222222222223
480,75,20,1,18,0.041666666666666664,16,5,1,0,9,1836,32.64
480,75,18,3,41,0.041666666666666664,46,5,8,0,9,80,1.4222222222222223
480,75,19,3,19,0.041666666666666664,31,4,7,2,4,717,12.746666666666668
480,75,16,3,35,0.041666666666666664,27,5,1,3,3,7,0.12444444444444445
480,75,19,1,40,0.041666666666666664,21,5,9,0,7,412,7.3244444444444445
480,75,15,1,37,0.041666666666666664,56,4,4,1,7,1519,27.00444444444444
480,75,16,2,41,0.041666666666666664,67,9,10,3,9,107,1.9022222222222223
480,75,16,3,21,0.041666666666666664,59,3,1,4,4,0,0.0
480,75,16,1,15,0.041666666666666664,37,6,0,1,10,738,13.120000000000001
480,75,16,3,27,0.041666666666666664,28,5,3,1,0,1136,20.195555555555554
480,75,17,2,23,0.041666666666666664,34,10,4,3,8,0,0.0
480,75,17,1,19,0.041666666666666664,58,2,1,2,0,1188,21.12
480,75,18,2,29,0.041666666666666664,42,9,4,4,3,1499,26.648888888888887
480,75,18,1,39,0.041666666666666664,47,4,4,1,7,1219,21.67111111111111
480,75,19,2,36,0.041666666666666664,33,7,5,4,7,0,0.0
480,75,18,3,18,0.041666666666666664,45,2,3,2,9,1299,23.093333333333334
480,75,20,3,28,0.041666666666666664,59,8,4,5,8,1468,26.097777777777775
480,75,18,3,19,0.041666666666666664,53,2,9,5,1,0,0.0
480,75,19,2,37,0.041666666666666664,62,3,4,4,5,218,3.8755555555555556
480,75,15,3,25,0.041666666666666664,24,2,8,2,2,0,0.0
480,75,18,3,20,0.041666666666666664,34,2,3,4,5,228,4.053333333333333
480,75,19,1,47,0.041666666666666664,11,9,8,1,8,710,12.622222222222224
480,75,17,3,26,0.041666666666666664,64,5,1,0,6,4009,71.27111111111111
480,75,20,1,30,0.041666666666666664,35,8,10,5,2,57,1.0133333333333332
480,75,16,3,38,0.041666666666666664,40,5,1,0,0,207,3.6799999999999997
480,75,19,2,41,0.041666666666666664,38,6,0,2,0,289,5.137777777777778
480,75,16,2,26,0.041666666666666664,24,10,4,5,3,0,0.0
480,75,15,1,19,0.041666666666666664,72,2,9,4,10,406,7.217777777777777
480,75,20,3,34,0.041666666666666664,38,4,7,2,10,348,6.1866666666666665
480,75,17,1,23,0.041666666666666664,71,9,1,4,8,0,0.0
480,75,20,3,24,0.041666666666666664,15,3,9,4,4,215,3.822222222222222
480,75,16,1,31,0.041666666666666664,22,3,4,5,7,32,0.5688888888888889
480,75,15,2,18,0.041666666666666664,36,5,7,2,0,1249,22.204444444444444
480,75,20,3,23,0.041666666666666664,60,2,10,1,2,714,12.693333333333335
480,75,20,2,36,0.041666666666666664,18,3,3,3,2,34,0.6044444444444445
480,75,17,1,33,0.041666666666666664,29,2,4,2,3,208,3.6977777777777776
480,75,18,1,39,0.041666666666666664,58,3,1,3,3,1823,32.40888888888889
480,75,18,3,47,0.041666666666666664,75,10,3,3,3,0,0.0
480,75,19,2,38,0.041666666666666664,19,3,1,4,3,3,0.05333333333333334
480,75,17,3,19,0.041666666666666664,72,2,7,1,0,2167,38.52444444444444
480,75,19,3,13,0.041666666666666664,74,2,7,1,3,3001,53.351111111111116
480,75,19,1,12,0.041666666666666664,43,7,10,0,8,324,5.76
480,75,19,2,19,0.041666666666666664,59,4,5,2,10,1346,23.92888888888889
480,75,18,3,47,0.041666666666666664,43,10,8,1,5,76,1.3511111111111112
480,75,15,3,39,0.041666666666666664,72,6,1,2,3,351,6.239999999999999
480,75,17,1,33,0.041666666666666664,42,2,4,5,1,44,0.7822222222222222
480,75,16,1,26,0.041666666666666664,23,4,4,0,8,1116,19.84
480,75,18,3,45,0.041666666666666664,67,3,9,3,5,421,7.484444444444445
480,75,19,1,24,0.041666666666666664,58,3,10,4,6,177,3.1466666666666665
480,75,17,3,34,0.041666666666666664,24,6,8,5,6,0,0.0
480,75,17,1,43,0.041666666666666664,42,3,5,4,1,140,2.488888888888889
480,75,18,2,31,0.041666666666666664,34,6,3,4,3,42,0.7466666666666667
480,75,20,3,15,0.041666666666666664,47,4,8,1,6,1412,25.10222222222222
480,75,16,3,22,0.041666666666666664,72,2,6,5,6,1355,24.08888888888889
480,75,15,3,17,0.041666666666666664,65,5,2,0,9,4554,80.96
480,75,16,1,29,0.041666666666666664,20,10,8,4,10,26,0.4622222222222222
480,75,15,3,20,0.041666666666666664,38,5,7,1,8,1358,24.142222222222223
480,75,18,3,38,0.041666666666666664,47,9,8,2,8,158,2.8088888888888888
480,75,16,3,44,0.041666666666666664,13,4,7,2,9,0,0.0
480,75,16,3,38,0.041666666666666664,23,7,4,4,4,0,0.0
480,75,16,1,48,0.041666666666666664,55,4,7,2,9,133,2.3644444444444446
480,75,17,1,26,0.041666666666666664,60,6,2,2,4,1410,25.066666666666666
480,75,16,3,31,0.041666666666666664,38,8,7,3,4,0,0.0
480,75,18,2,41,0.041666666666666664,11,7,1,0,2,132,2.3466666666666667
480,75,18,3,34,0.041666666666666664,33,3,1,0,3,977,17.36888888888889
480,75,20,3,22,0.041666666666666664,15,7,5,4,8,76,1.3511111111111112
480,75,17,1,29,0.041666666666666664,73,8,8,4,4,632,11.235555555555555
480,75,20,3,21,0.041666666666666664,30,6,9,5,2,0,0.0
480,75,16,3,33,0.041666666666666664,19,6,4,5,3,0,0.0
480,75,19,3,37,0.041666666666666664,69,7,1,5,7,2050,36.44444444444444
480,75,20,3,16,0.041666666666666664,53,5,3,2,4,2237,39.76888888888889
480,75,17,1,19,0.041666666666666664,38,4,4,0,0,1562,27.76888888888889
480,75,18,3,20,0.041666666666666664,39,5,9,2,8,511,9.084444444444445
